workload_id,teacher_id,date,status,teaching_hours,num_classes,country
NGA_TCH_00001836_WL_028,NGA_TCH_00001836,2025-07-12 23:15:41.858873,Absent,0.0,0.0,Nigeria
NGA_TCH_00000750_WL_017,NGA_TCH_00000750,2025-09-17 23:15:37.253531,Present,0.0,0.0,Nigeria
NGA_TCH_00001775_WL_019,NGA_TCH_00001775,2025-10-13 23:15:41.621129,Present,8.0,3.0,Nigeria
NGA_TCH_00000118_WL_034,NGA_TCH_00000118,2025-09-13 23:15:34.627225,Present,7.0,1.0,Nigeria
NGA_TCH_00000340_WL_003,NGA_TCH_00000340,2025-07-28 23:15:35.587797,Present,4.0,4.0,Nigeria
NGA_TCH_00000890_WL_018,NGA_TCH_00000890,2025-08-08 23:15:37.935854,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000598_WL_011,NGA_TCH_00000598,2025-06-29 23:15:36.647468,Present,1.0,5.0,Nigeria
NGA_TCH_00000245_WL_040,NGA_TCH_00000245,2025-07-01 23:15:35.197416,Present,6.0,3.0,Nigeria
NGA_TCH_00002461_WL_009,NGA_TCH_00002461,2025-09-04 23:15:44.886156,Present,5.0,0.0,Nigeria
NGA_TCH_00000849_WL_000,NGA_TCH_00000849,2025-07-12 23:15:37.637614,Present,4.0,3.0,Nigeria
NGA_TCH_00000592_WL_023,NGA_TCH_00000592,2025-05-23 23:15:36.621852,Present,4.0,2.0,Nigeria
NGA_TCH_00002004_WL_008,NGA_TCH_00002004,2025-07-06 23:15:42.672956,Present,6.0,0.0,Nigeria
NGA_TCH_00002599_WL_015,NGA_TCH_00002599,2025-10-07 23:15:45.521381,Present,5.0,5.0,Nigeria
NGA_TCH_00001546_WL_008,NGA_TCH_00001546,2025-07-10 23:15:40.694994,Present,2.0,3.0,Nigeria
NGA_TCH_00001705_WL_002,NGA_TCH_00001705,2025-04-28 23:15:41.341860,Present,0.0,0.0,Nigeria
NGA_TCH_00002708_WL_023,NGA_TCH_00002708,2025-06-06 23:15:45.958892,Present,1.0,1.0,Nigeria
NGA_TCH_00001125_WL_000,NGA_TCH_00001125,2025-08-07 23:15:38.894498,Present,4.0,1.0,Nigeria
NGA_TCH_00000741_WL_025,NGA_TCH_00000741,2025-06-29 23:15:37.217405,Present,4.0,1.0,Nigeria
NGA_TCH_00001098_WL_025,NGA_TCH_00001098,2025-05-27 23:15:38.784298,Present,8.0,1.0,Nigeria
NGA_TCH_00002635_WL_033,NGA_TCH_00002635,2025-04-29 23:15:45.664503,Present,3.0,2.0,Nigeria
NGA_TCH_00001206_WL_002,NGA_TCH_00001206,2025-10-07 23:15:39.227439,Present,1.0,4.0,Nigeria
NGA_TCH_00002049_WL_012,NGA_TCH_00002049,2025-05-26 23:15:42.881253,Present,6.0,1.0,Nigeria
NGA_TCH_00002777_WL_005,NGA_TCH_00002777,2025-07-07 23:15:46.354827,Present,0.0,3.0,Nigeria
NGA_TCH_00002605_WL_028,NGA_TCH_00002605,2025-08-17 23:15:45.547446,Present,7.0,2.0,Nigeria
NGA_TCH_00002837_WL_049,NGA_TCH_00002837,2025-10-04 23:15:46.838436,Training,0.0,0.0,Nigeria
NGA_TCH_00002767_WL_010,NGA_TCH_00002767,2025-06-06 23:15:46.218707,Present,6.0,4.0,Nigeria
NGA_TCH_00002687_WL_024,NGA_TCH_00002687,2025-07-27 23:15:45.878521,Present,7.0,2.0,Nigeria
NGA_TCH_00000025_WL_005,NGA_TCH_00000025,2025-09-25 23:15:34.243093,Present,8.0,1.0,Nigeria
NGA_TCH_00001906_WL_037,NGA_TCH_00001906,2025-07-11 23:15:42.211693,Present,0.0,1.0,Nigeria
NGA_TCH_00001526_WL_008,NGA_TCH_00001526,2025-05-23 23:15:40.612348,On Leave,0.0,0.0,Nigeria
NGA_TCH_00002785_WL_012,NGA_TCH_00002785,2025-06-22 23:15:46.390912,Present,7.0,2.0,Nigeria
NGA_TCH_00000602_WL_024,NGA_TCH_00000602,2025-06-03 23:15:36.661876,Absent,0.0,0.0,Nigeria
NGA_TCH_00000467_WL_031,NGA_TCH_00000467,2025-06-23 23:15:36.102487,Present,3.0,2.0,Nigeria
NGA_TCH_00002304_WL_029,NGA_TCH_00002304,2025-09-13 23:15:44.182857,Present,5.0,2.0,Nigeria
NGA_TCH_00001171_WL_035,NGA_TCH_00001171,2025-07-16 23:15:39.091388,Present,6.0,4.0,Nigeria
NGA_TCH_00002643_WL_006,NGA_TCH_00002643,2025-05-16 23:15:45.696433,Present,4.0,2.0,Nigeria
NGA_TCH_00001128_WL_012,NGA_TCH_00001128,2025-05-10 23:15:38.905066,Present,2.0,3.0,Nigeria
NGA_TCH_00001005_WL_020,NGA_TCH_00001005,2025-10-01 23:15:38.395252,Present,0.0,1.0,Nigeria
NGA_TCH_00000768_WL_013,NGA_TCH_00000768,2025-06-08 23:15:37.328117,Present,5.0,0.0,Nigeria
NGA_TCH_00000204_WL_018,NGA_TCH_00000204,2025-07-27 23:15:35.015634,Present,7.0,4.0,Nigeria
NGA_TCH_00000197_WL_007,NGA_TCH_00000197,2025-07-23 23:15:34.984509,Absent,0.0,0.0,Nigeria
NGA_TCH_00000107_WL_004,NGA_TCH_00000107,2025-05-03 23:15:34.576149,Present,5.0,4.0,Nigeria
NGA_TCH_00000826_WL_037,NGA_TCH_00000826,2025-07-27 23:15:37.551985,Present,1.0,3.0,Nigeria
NGA_TCH_00001789_WL_001,NGA_TCH_00001789,2025-06-15 23:15:41.676190,Training,0.0,0.0,Nigeria
NGA_TCH_00001846_WL_034,NGA_TCH_00001846,2025-08-26 23:15:41.902976,Present,6.0,2.0,
NGA_TCH_00002135_WL_003,NGA_TCH_00002135,2025-08-25 23:15:43.249984,Present,7.0,3.0,Nigeria
NGA_TCH_00002466_WL_003,NGA_TCH_00002466,2025-09-21 23:15:44.912361,On Leave,0.0,0.0,Nigeria
NGA_TCH_00001555_WL_030,NGA_TCH_00001555,2025-05-13 23:15:40.731710,Present,5.0,0.0,Nigeria
NGA_TCH_00001408_WL_010,NGA_TCH_00001408,2025-08-03 23:15:40.056156,Present,5.0,4.0,Nigeria
NGA_TCH_00000726_WL_003,NGA_TCH_00000726,2025-07-13 23:15:37.161954,Present,8.0,4.0,Nigeria
NGA_TCH_00001349_WL_027,NGA_TCH_00001349,2025-04-30 23:15:39.808457,Absent,0.0,0.0,Nigeria
NGA_TCH_00002132_WL_034,NGA_TCH_00002132,2025-10-02 23:15:43.240673,Training,0.0,0.0,Nigeria
NGA_TCH_00001194_WL_009,NGA_TCH_00001194,2025-09-20 23:15:39.179765,Present,6.0,3.0,
NGA_TCH_00002655_WL_030,NGA_TCH_00002655,2025-05-16 23:15:45.746382,Present,1.0,3.0,Nigeria
NGA_TCH_00002328_WL_012,NGA_TCH_00002328,2025-05-24 23:15:44.286421,Present,7.0,4.0,Nigeria
NGA_TCH_00001408_WL_016,NGA_TCH_00001408,2025-08-13 23:15:40.056724,Present,5.0,2.0,Nigeria
NGA_TCH_00001794_WL_011,NGA_TCH_00001794,2025-06-03 23:15:41.698000,Present,6.0,3.0,Nigeria
NGA_TCH_00001743_WL_018,NGA_TCH_00001743,2025-05-24 23:15:41.492547,Absent,0.0,0.0,Nigeria
NGA_TCH_00001474_WL_024,NGA_TCH_00001474,2025-08-09 23:15:40.412311,Absent,0.0,0.0,Nigeria
NGA_TCH_00002468_WL_035,NGA_TCH_00002468,2025-05-18 23:15:44.922264,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000570_WL_017,NGA_TCH_00000570,2025-10-13 23:15:36.528507,Present,7.0,1.0,Nigeria
NGA_TCH_00001133_WL_041,NGA_TCH_00001133,2025-05-28 23:15:38.927593,Present,3.0,2.0,Nigeria
NGA_TCH_00000458_WL_030,NGA_TCH_00000458,2025-09-13 23:15:36.063887,Present,1.0,3.0,Nigeria
NGA_TCH_00000909_WL_036,NGA_TCH_00000909,2025-05-06 23:15:38.013478,Present,2.0,2.0,Nigeria
NGA_TCH_00002104_WL_020,NGA_TCH_00002104,2025-07-03 23:15:43.128982,Present,4.0,4.0,Nigeria
NGA_TCH_00000965_WL_019,NGA_TCH_00000965,2025-06-07 23:15:38.235304,Present,8.0,2.0,Nigeria
NGA_TCH_00002552_WL_017,NGA_TCH_00002552,2025-07-21 23:15:45.312876,Training,0.0,0.0,Nigeria
NGA_TCH_00002603_WL_026,NGA_TCH_00002603,2025-05-05 23:15:45.540637,Present,7.0,3.0,Nigeria
NGA_TCH_00000398_WL_032,NGA_TCH_00000398,2025-10-15 23:15:35.814811,Present,6.0,5.0,Nigeria
NGA_TCH_00002389_WL_013,NGA_TCH_00002389,2025-04-26 23:15:44.575211,Present,7.0,3.0,Nigeria
NGA_TCH_00001620_WL_044,NGA_TCH_00001620,2025-06-30 23:15:40.997391,Training,0.0,0.0,Nigeria
NGA_TCH_00000649_WL_034,NGA_TCH_00000649,2025-10-13 23:15:36.853595,Absent,0.0,0.0,Nigeria
NGA_TCH_00002529_WL_015,NGA_TCH_00002529,2025-09-08 23:15:45.197290,Present,0.0,4.0,Nigeria
NGA_TCH_00001002_WL_014,NGA_TCH_00001002,2025-10-13 23:15:38.377648,Present,0.0,3.0,Nigeria
NGA_TCH_00002817_WL_004,NGA_TCH_00002817,2025-08-14 23:15:46.743680,Training,0.0,0.0,Nigeria
NGA_TCH_00001103_WL_014,NGA_TCH_00001103,2025-07-05 23:15:38.803924,Absent,0.0,0.0,Nigeria
NGA_TCH_00001203_WL_027,NGA_TCH_00001203,2025-07-13 23:15:39.216588,Present,4.0,4.0,Nigeria
NGA_TCH_00001816_WL_042,NGA_TCH_00001816,2025-09-18 23:15:41.789226,Absent,0.0,0.0,Nigeria
NGA_TCH_00001867_WL_031,NGA_TCH_00001867,2025-05-02 23:15:42.012161,Present,8.0,4.0,Nigeria
NGA_TCH_00002077_WL_041,NGA_TCH_00002077,2025-08-17 23:15:43.005508,Present,6.0,0.0,Nigeria
NGA_TCH_00002633_WL_022,NGA_TCH_00002633,2025-05-12 23:15:45.654128,Present,3.0,5.0,Nigeria
NGA_TCH_00001472_WL_015,NGA_TCH_00001472,2025-10-19 23:15:40.401183,Present,5.0,0.0,Nigeria
NGA_TCH_00002839_WL_029,NGA_TCH_00002839,2025-07-26 23:15:46.845788,Absent,0.0,0.0,Nigeria
NGA_TCH_00001171_WL_015,NGA_TCH_00001171,2025-08-07 23:15:39.089272,Present,8.0,2.0,Nigeria
NGA_TCH_00001565_WL_014,NGA_TCH_00001565,2025-07-02 23:15:40.769850,Present,5.0,4.0,Nigeria
NGA_TCH_00000961_WL_028,NGA_TCH_00000961,2025-08-21 23:15:38.221678,Present,5.0,4.0,Nigeria
NGA_TCH_00000616_WL_020,NGA_TCH_00000616,2025-08-20 23:15:36.721132,Present,0.0,2.0,Nigeria
NGA_TCH_00002655_WL_043,NGA_TCH_00002655,2025-06-17 23:15:45.747638,Present,0.0,3.0,Nigeria
NGA_TCH_00001772_WL_037,NGA_TCH_00001772,2025-07-22 23:15:41.610186,Present,6.0,2.0,Nigeria
NGA_TCH_00001340_WL_042,NGA_TCH_00001340,2025-05-10 23:15:39.774451,Present,2.0,0.0,Nigeria
NGA_TCH_00000078_WL_009,NGA_TCH_00000078,2025-04-25 23:15:34.455600,Present,1.0,1.0,Nigeria
NGA_TCH_00002394_WL_017,NGA_TCH_00002394,2025-06-21 23:15:44.598513,Present,3.0,5.0,Nigeria
NGA_TCH_00000199_WL_042,NGA_TCH_00000199,2025-08-11 23:15:34.995737,Present,7.0,4.0,Nigeria
NGA_TCH_00002091_WL_026,NGA_TCH_00002091,2025-06-14 23:15:43.068933,Present,3.0,0.0,Nigeria
NGA_TCH_00000323_WL_033,NGA_TCH_00000323,2025-08-03 23:15:35.519921,Present,7.0,3.0,Nigeria
NGA_TCH_00002289_WL_021,NGA_TCH_00002289,2025-07-18 23:15:44.113409,Present,7.0,0.0,Nigeria
NGA_TCH_00001769_WL_020,NGA_TCH_00001769,2025-08-02 23:15:41.594078,Present,0.0,2.0,Nigeria
NGA_TCH_00001838_WL_022,NGA_TCH_00001838,2025-08-13 23:15:41.867493,Present,,5.0,Nigeria
NGA_TCH_00002367_WL_013,NGA_TCH_00002367,2025-07-16 23:15:44.466748,Training,0.0,0.0,Nigeria
NGA_TCH_00002077_WL_006,NGA_TCH_00002077,2025-06-13 23:15:43.002012,Present,5.0,4.0,Nigeria
NGA_TCH_00001853_WL_019,NGA_TCH_00001853,2025-08-19 23:15:41.934527,Absent,0.0,0.0,Nigeria
NGA_TCH_00000146_WL_022,NGA_TCH_00000146,2025-10-13 23:15:34.786990,Present,6.0,2.0,Nigeria
NGA_TCH_00001474_WL_028,NGA_TCH_00001474,2025-06-16 23:15:40.412709,On Leave,0.0,0.0,Nigeria
NGA_TCH_00001197_WL_020,NGA_TCH_00001197,2025-04-29 23:15:39.194909,Present,2.0,1.0,Nigeria
NGA_TCH_00000005_WL_026,NGA_TCH_00000005,2025-08-04 23:15:34.157187,Present,1.0,3.0,Nigeria
NGA_TCH_00002087_WL_010,NGA_TCH_00002087,2025-06-05 23:15:43.049681,Present,6.0,3.0,Nigeria
NGA_TCH_00000768_WL_030,NGA_TCH_00000768,2025-05-06 23:15:37.329852,Present,3.0,2.0,Nigeria
NGA_TCH_00001634_WL_019,NGA_TCH_00001634,2025-07-15 23:15:41.053944,Present,7.0,5.0,Nigeria
NGA_TCH_00002374_WL_001,NGA_TCH_00002374,2025-06-26 23:15:44.505469,Present,6.0,3.0,Nigeria
NGA_TCH_00000404_WL_038,NGA_TCH_00000404,2025-08-27 23:15:35.845256,Present,0.0,2.0,Nigeria
NGA_TCH_00000997_WL_015,NGA_TCH_00000997,2025-10-11 23:15:38.357724,Present,3.0,1.0,Nigeria
NGA_TCH_00002819_WL_005,NGA_TCH_00002819,2025-09-21 23:15:46.751773,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000040_WL_028,NGA_TCH_00000040,2025-05-02 23:15:34.307468,Present,6.0,5.0,Nigeria
NGA_TCH_00002271_WL_002,NGA_TCH_00002271,2025-09-18 23:15:44.021031,Present,4.0,3.0,Nigeria
NGA_TCH_00001491_WL_026,NGA_TCH_00001491,2025-06-25 23:15:40.475646,Present,0.0,0.0,Nigeria
NGA_TCH_00001400_WL_041,NGA_TCH_00001400,2025-10-18 23:15:40.023197,Absent,0.0,0.0,Nigeria
NGA_TCH_00002263_WL_023,NGA_TCH_00002263,2025-07-18 23:15:43.978442,Present,8.0,2.0,Nigeria
NGA_TCH_00002052_WL_009,NGA_TCH_00002052,2025-04-27 23:15:42.892454,Present,8.0,2.0,Nigeria
NGA_TCH_00001729_WL_019,NGA_TCH_00001729,2025-05-27 23:15:41.441947,Present,5.0,4.0,Nigeria
NGA_TCH_00001401_WL_027,NGA_TCH_00001401,2025-10-11 23:15:40.027328,Present,5.0,1.0,Nigeria
NGA_TCH_00002555_WL_000,NGA_TCH_00002555,2025-09-05 23:15:45.323538,Present,8.0,2.0,Nigeria
NGA_TCH_00002548_WL_020,NGA_TCH_00002548,2025-07-29 23:15:45.297973,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000816_WL_008,NGA_TCH_00000816,2025-05-01 23:15:37.510371,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000126_WL_043,NGA_TCH_00000126,2025-09-23 23:15:34.657702,Present,6.0,2.0,Nigeria
NGA_TCH_00001736_WL_010,NGA_TCH_00001736,2025-07-27 23:15:41.470178,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000016_WL_006,NGA_TCH_00000016,2025-06-07 23:15:34.204678,Present,8.0,3.0,Nigeria
NGA_TCH_00000140_WL_006,NGA_TCH_00000140,2025-05-29 23:15:34.764569,Present,3.0,5.0,Nigeria
NGA_TCH_00001920_WL_016,NGA_TCH_00001920,2025-09-17 23:15:42.287871,Present,2.0,1.0,Nigeria
NGA_TCH_00002432_WL_005,NGA_TCH_00002432,2025-08-16 23:15:44.757504,On Leave,0.0,0.0,Nigeria
NGA_TCH_00001061_WL_001,NGA_TCH_00001061,2025-09-27 23:15:38.635633,Present,1.0,0.0,Nigeria
NGA_TCH_00002391_WL_024,NGA_TCH_00002391,2025-07-17 23:15:44.583932,Present,1.0,2.0,Nigeria
NGA_TCH_00000975_WL_010,NGA_TCH_00000975,2025-05-29 23:15:38.268665,Present,0.0,4.0,Nigeria
NGA_TCH_00001221_WL_004,NGA_TCH_00001221,2025-07-06 23:15:39.292820,Present,0.0,0.0,
NGA_TCH_00001153_WL_013,NGA_TCH_00001153,2025-07-22 23:15:39.017977,Present,2.0,5.0,Nigeria
NGA_TCH_00002495_WL_011,NGA_TCH_00002495,2025-08-04 23:15:45.053968,Present,1.0,1.0,Nigeria
NGA_TCH_00001678_WL_039,NGA_TCH_00001678,2025-05-02 23:15:41.238308,Present,1.0,2.0,Nigeria
NGA_TCH_00001063_WL_025,NGA_TCH_00001063,2025-07-11 23:15:38.644659,Present,2.0,3.0,Nigeria
NGA_TCH_00001050_WL_013,NGA_TCH_00001050,2025-07-04 23:15:38.587915,Present,7.0,5.0,Nigeria
NGA_TCH_00001619_WL_019,NGA_TCH_00001619,2025-06-29 23:15:40.990140,Present,1.0,5.0,Nigeria
NGA_TCH_00002536_WL_005,NGA_TCH_00002536,2025-06-22 23:15:45.230272,Present,8.0,5.0,Nigeria
NGA_TCH_00002675_WL_010,NGA_TCH_00002675,2025-09-03 23:15:45.823452,Present,,4.0,Nigeria
NGA_TCH_00000315_WL_009,NGA_TCH_00000315,2025-05-03 23:15:35.483988,On Leave,0.0,0.0,Nigeria
NGA_TCH_00001556_WL_029,NGA_TCH_00001556,2025-05-01 23:15:40.735846,Training,0.0,0.0,Nigeria
NGA_TCH_00001932_WL_028,NGA_TCH_00001932,2025-08-21 23:15:42.348049,Training,0.0,0.0,Nigeria
NGA_TCH_00002429_WL_041,NGA_TCH_00002429,2025-09-25 23:15:44.750426,Present,5.0,3.0,Nigeria
NGA_TCH_00002733_WL_025,NGA_TCH_00002733,2025-05-22 23:15:46.067124,Present,4.0,5.0,Nigeria
NGA_TCH_00000174_WL_030,NGA_TCH_00000174,2025-08-05 23:15:34.902476,Present,7.0,2.0,Nigeria
NGA_TCH_00001862_WL_046,NGA_TCH_00001862,2025-04-30 23:15:41.985553,Present,3.0,0.0,Nigeria
NGA_TCH_00002258_WL_027,NGA_TCH_00002258,2025-10-10 23:15:43.936120,Present,7.0,5.0,Nigeria
NGA_TCH_00001705_WL_006,NGA_TCH_00001705,2025-08-29 23:15:41.342436,Present,7.0,2.0,Nigeria
NGA_TCH_00000958_WL_028,NGA_TCH_00000958,2025-10-15 23:15:38.206157,Present,7.0,4.0,Nigeria
NGA_TCH_00000409_WL_004,NGA_TCH_00000409,2025-10-11 23:15:35.865192,Present,3.0,1.0,Nigeria
NGA_TCH_00000485_WL_022,NGA_TCH_00000485,2025-08-14 23:15:36.176493,Present,1.0,1.0,Nigeria
NGA_TCH_00001460_WL_025,NGA_TCH_00001460,2025-09-16 23:15:40.348858,Present,8.0,0.0,Nigeria
NGA_TCH_00000827_WL_021,NGA_TCH_00000827,2025-06-04 23:15:37.555871,Absent,0.0,0.0,Nigeria
NGA_TCH_00001832_WL_027,NGA_TCH_00001832,2025-08-16 23:15:41.841140,Present,8.0,0.0,Nigeria
NGA_TCH_00002701_WL_000,NGA_TCH_00002701,2025-05-09 23:15:45.927492,Present,2.0,3.0,Nigeria
NGA_TCH_00001515_WL_026,NGA_TCH_00001515,2025-09-19 23:15:40.570319,Present,7.0,2.0,Nigeria
NGA_TCH_00000118_WL_030,NGA_TCH_00000118,2025-04-27 23:15:34.626850,Absent,0.0,0.0,Nigeria
NGA_TCH_00000215_WL_037,NGA_TCH_00000215,2025-06-14 23:15:35.064025,Present,2.0,4.0,Nigeria
NGA_TCH_00001627_WL_004,NGA_TCH_00001627,2025-04-28 23:15:41.023031,Present,5.0,0.0,Nigeria
NGA_TCH_00001029_WL_029,NGA_TCH_00001029,2025-07-07 23:15:38.502078,Present,6.0,2.0,Nigeria
NGA_TCH_00001824_WL_026,NGA_TCH_00001824,2025-09-08 23:15:41.816245,Present,2.0,4.0,Nigeria
NGA_TCH_00001535_WL_004,NGA_TCH_00001535,2025-07-06 23:15:40.645536,On Leave,0.0,0.0,Nigeria
NGA_TCH_00001220_WL_023,NGA_TCH_00001220,2025-10-11 23:15:39.288429,Present,0.0,3.0,Nigeria
NGA_TCH_00001177_WL_010,NGA_TCH_00001177,2025-05-07 23:15:39.111593,Present,5.0,1.0,Nigeria
NGA_TCH_00000556_WL_033,NGA_TCH_00000556,2025-06-08 23:15:36.472731,On Leave,0.0,0.0,Nigeria
NGA_TCH_00001241_WL_019,NGA_TCH_00001241,2025-08-06 23:15:39.378948,Present,4.0,0.0,Nigeria
NGA_TCH_00000204_WL_040,NGA_TCH_00000204,2025-09-26 23:15:35.017851,Training,0.0,0.0,Nigeria
NGA_TCH_00002315_WL_000,NGA_TCH_00002315,2025-10-03 23:15:44.225776,Present,4.0,0.0,Nigeria
NGA_TCH_00000615_WL_024,NGA_TCH_00000615,2025-05-09 23:15:36.717283,Training,0.0,0.0,Nigeria
NGA_TCH_00000850_WL_007,NGA_TCH_00000850,2025-09-07 23:15:37.641433,Present,2.0,2.0,Nigeria
NGA_TCH_00001543_WL_035,NGA_TCH_00001543,2025-07-02 23:15:40.683208,Present,0.0,4.0,Nigeria
NGA_TCH_00001371_WL_009,NGA_TCH_00001371,2025-09-06 23:15:39.895850,Present,0.0,5.0,Nigeria
NGA_TCH_00000968_WL_005,NGA_TCH_00000968,2025-06-18 23:15:38.245787,Present,4.0,2.0,Nigeria
NGA_TCH_00001973_WL_040,NGA_TCH_00001973,2025-04-25 23:15:42.525691,Present,0.0,1.0,Nigeria
NGA_TCH_00001054_WL_018,NGA_TCH_00001054,2025-05-28 23:15:38.608387,Present,1.0,4.0,Nigeria
NGA_TCH_00000366_WL_008,NGA_TCH_00000366,2025-07-09 23:15:35.689103,Present,1.0,2.0,Nigeria
NGA_TCH_00002554_WL_003,NGA_TCH_00002554,2025-06-28 23:15:45.319547,Absent,0.0,0.0,Nigeria
NGA_TCH_00002222_WL_018,NGA_TCH_00002222,2025-06-12 23:15:43.666625,Present,4.0,2.0,Nigeria
NGA_TCH_00002414_WL_014,NGA_TCH_00002414,2025-09-24 23:15:44.686541,Present,8.0,2.0,Nigeria
NGA_TCH_00001522_WL_022,NGA_TCH_00001522,2025-06-17 23:15:40.599004,Present,4.0,0.0,Nigeria
NGA_TCH_00000017_WL_005,NGA_TCH_00000017,2025-07-22 23:15:34.210845,Present,1.0,1.0,Nigeria
NGA_TCH_00002140_WL_028,NGA_TCH_00002140,2025-10-14 23:15:43.270477,Present,0.0,4.0,Nigeria
NGA_TCH_00002665_WL_007,NGA_TCH_00002665,2025-10-07 23:15:45.784792,Present,6.0,1.0,Nigeria
NGA_TCH_00000648_WL_016,NGA_TCH_00000648,2025-08-20 23:15:36.847511,Present,7.0,1.0,Nigeria
NGA_TCH_00000031_WL_034,NGA_TCH_00000031,2025-09-20 23:15:34.269702,Present,1.0,2.0,Nigeria
NGA_TCH_00000734_WL_006,NGA_TCH_00000734,2025-08-17 23:15:37.189148,Present,8.0,2.0,Nigeria
NGA_TCH_00000401_WL_025,NGA_TCH_00000401,2025-09-20 23:15:35.828151,Absent,0.0,0.0,Nigeria
NGA_TCH_00000336_WL_032,NGA_TCH_00000336,2025-07-09 23:15:35.574530,Present,7.0,0.0,Nigeria
NGA_TCH_00001205_WL_015,NGA_TCH_00001205,2025-10-04 23:15:39.223139,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000637_WL_027,NGA_TCH_00000637,2025-05-13 23:15:36.803527,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000029_WL_030,NGA_TCH_00000029,2025-07-05 23:15:34.261668,Present,5.0,0.0,Nigeria
NGA_TCH_00000760_WL_007,NGA_TCH_00000760,2025-07-07 23:15:37.296281,Present,2.0,4.0,Nigeria
NGA_TCH_00002810_WL_039,NGA_TCH_00002810,2025-05-13 23:15:46.685129,Present,3.0,3.0,Nigeria
NGA_TCH_00002093_WL_023,NGA_TCH_00002093,2025-05-26 23:15:43.078689,Present,5.0,1.0,Nigeria
NGA_TCH_00001754_WL_026,NGA_TCH_00001754,2025-09-08 23:15:41.535096,Present,4.0,2.0,Nigeria
NGA_TCH_00001014_WL_025,NGA_TCH_00001014,2025-09-15 23:15:38.434703,Present,4.0,3.0,Nigeria
NGA_TCH_00001558_WL_021,NGA_TCH_00001558,2025-06-15 23:15:40.741357,Present,2.0,3.0,Nigeria
NGA_TCH_00000566_WL_024,NGA_TCH_00000566,2025-07-05 23:15:36.510780,Present,3.0,1.0,Nigeria
NGA_TCH_00001114_WL_000,NGA_TCH_00001114,2025-08-23 23:15:38.844361,Present,2.0,1.0,Nigeria
NGA_TCH_00000269_WL_021,NGA_TCH_00000269,2025-09-28 23:15:35.295491,Present,8.0,4.0,Nigeria
NGA_TCH_00001428_WL_008,NGA_TCH_00001428,2025-08-17 23:15:40.136032,Present,4.0,4.0,Nigeria
NGA_TCH_00000793_WL_044,NGA_TCH_00000793,2025-10-01 23:15:37.424389,Present,3.0,3.0,Nigeria
NGA_TCH_00001389_WL_017,NGA_TCH_00001389,2025-09-06 23:15:39.971525,Training,0.0,0.0,Nigeria
NGA_TCH_00000442_WL_029,NGA_TCH_00000442,2025-05-03 23:15:35.993306,Present,,0.0,Nigeria
NGA_TCH_00000404_WL_041,NGA_TCH_00000404,2025-05-18 23:15:35.845557,Present,2.0,5.0,Nigeria
NGA_TCH_00001459_WL_033,NGA_TCH_00001459,2025-05-25 23:15:40.345503,Present,7.0,5.0,
NGA_TCH_00000702_WL_044,NGA_TCH_00000702,2025-08-23 23:15:37.068127,Present,1.0,5.0,Nigeria
NGA_TCH_00001587_WL_027,NGA_TCH_00001587,2025-08-14 23:15:40.862885,Present,8.0,1.0,Nigeria
NGA_TCH_00002347_WL_023,NGA_TCH_00002347,2025-05-27 23:15:44.367332,On Leave,0.0,0.0,Nigeria
NGA_TCH_00001179_WL_003,NGA_TCH_00001179,2025-06-26 23:15:39.116449,Present,6.0,0.0,Nigeria
NGA_TCH_00001598_WL_025,NGA_TCH_00001598,2025-05-15 23:15:40.906799,Present,3.0,0.0,Nigeria
NGA_TCH_00001482_WL_008,NGA_TCH_00001482,2025-06-23 23:15:40.438812,Present,1.0,0.0,Nigeria
NGA_TCH_00002520_WL_046,NGA_TCH_00002520,2025-09-06 23:15:45.159334,Present,2.0,5.0,Nigeria
NGA_TCH_00002228_WL_034,NGA_TCH_00002228,2025-07-19 23:15:43.754846,Present,3.0,3.0,Nigeria
NGA_TCH_00001835_WL_001,NGA_TCH_00001835,2025-05-11 23:15:41.852680,Training,0.0,0.0,Nigeria
NGA_TCH_00002100_WL_014,NGA_TCH_00002100,2025-10-03 23:15:43.111657,Present,5.0,2.0,Nigeria
NGA_TCH_00002831_WL_002,NGA_TCH_00002831,2025-09-13 23:15:46.805682,Training,0.0,0.0,Nigeria
NGA_TCH_00000327_WL_036,NGA_TCH_00000327,2025-10-19 23:15:35.537450,Present,3.0,3.0,Nigeria
NGA_TCH_00002394_WL_019,NGA_TCH_00002394,2025-09-09 23:15:44.598993,Present,4.0,1.0,Nigeria
NGA_TCH_00000431_WL_013,NGA_TCH_00000431,2025-07-31 23:15:35.951945,Present,0.0,5.0,Nigeria
NGA_TCH_00002732_WL_011,NGA_TCH_00002732,2025-06-14 23:15:46.060290,Present,7.0,2.0,Nigeria
NGA_TCH_00001075_WL_019,NGA_TCH_00001075,2025-10-15 23:15:38.689911,Present,8.0,0.0,Nigeria
NGA_TCH_00002118_WL_035,NGA_TCH_00002118,2025-08-12 23:15:43.190838,Present,0.0,1.0,Nigeria
